timestamp,X,Y,Z
1649357626475,-0.364307,3.224927,10.831112
1649357626494,0.148056,2.255534,9.865009
1649357626513,0.276371,1.199701,10.347463
1649357626532,-0.153440,0.931406,12.059228
1649357626551,0.024826,0.550947,13.040883
1649357626570,0.268893,0.818944,12.335898
1649357626589,0.249751,1.424627,10.479366
1649357626608,-0.029013,1.577767,9.256933
1649357626627,-0.357129,1.811367,9.336196
1649357626646,-0.393021,2.104487,9.711869
1649357626665,-0.315254,1.747957,9.765707
1649357626684,-0.174975,1.528715,9.717851
1649357626703,-0.154636,1.392324,9.439087
1649357626722,-0.264706,1.346860,9.060722
1649357626741,-0.321236,1.588535,8.535198
1649357626760,-0.312862,1.825724,7.900801
1649357626779,-0.330808,2.186143,7.287940
1649357626798,-0.364307,2.395514,7.082157
1649357626817,-0.318844,2.500799,7.390831
1649357626836,-0.314058,2.498406,7.821838
1649357626855,-0.329611,2.385943,8.144869
1649357626874,-0.300897,2.285445,8.681161
1649357626893,-0.306879,2.180161,9.110971
1649357626912,-0.467199,2.088934,9.465408
1649357626931,-0.932902,1.564607,10.608580
1649357626950,-0.931705,1.436591,12.001801
1649357626969,-0.650250,1.698904,12.157633
1649357626988,-0.698106,2.336890,11.242976
1649357627007,-1.136292,3.196213,9.793225
1649357627026,-1.218844,2.189732,8.615358
1649357627045,-0.523430,1.343271,9.113364
1649357627064,-0.576072,0.711267,11.166406
1649357627083,-0.544965,0.453739,13.785351
1649357627102,-0.189332,0.718445,14.488242
1649357627121,0.048754,1.092024,12.719049
1649357627140,-0.074477,1.584946,10.494920
1649357627159,-0.305683,1.883151,9.133703
1649357627178,-0.330808,1.838884,8.773583
1649357627197,-0.241974,1.679762,8.915956
1649357627216,-0.323629,1.552643,8.931510
1649357627235,-0.463609,1.467698,8.450253
1649357627254,-0.491127,1.552643,7.770392
1649357627273,-0.355932,1.720439,7.031609
1649357627292,-0.339183,1.917847,6.457032
1649357627311,-0.390628,2.238785,6.418747
1649357627330,-0.036191,2.469692,6.956234
1649357627349,0.215055,2.469692,7.374081
1649357627368,0.206680,2.620440,7.946265
1649357627387,0.077468,2.662314,8.978169
1649357627406,-0.124726,2.340480,10.117751
1649357627425,0.028415,1.974079,10.994123
1649357627444,0.082253,1.783849,12.006586
1649357627463,0.010469,1.603191,12.686746
1649357627482,0.088235,2.412264,12.413665
1649357627501,0.225823,3.730111,11.094622
1649357627520,-0.051745,2.602494,9.592228
1649357627539,-0.341575,1.561018,9.914362
1649357627558,-0.377468,0.662214,11.797214
1649357627577,-0.258724,0.633500,13.434802
1649357627596,-0.282652,1.233201,13.523336
1649357627615,-0.357129,1.273879,11.975479
1649357627634,-0.322433,1.529911,10.018450
1649357627653,-0.164207,1.820938,8.836993
1649357627672,0.004487,1.590928,8.281559
1649357627691,0.330210,1.198505,7.976175
1649357627710,0.540778,0.918246,7.982157
1649357627729,0.403191,0.836890,8.125727
1649357627748,0.021236,1.153041,8.095817
1649357627767,0.067896,1.456930,7.529614
1649357627786,0.285942,1.759921,6.576972
1649357627805,0.254537,2.056631,6.143572
1649357627824,0.048754,2.279463,6.588936
1649357627843,-0.312862,2.198107,7.528418
1649357627862,-0.106780,2.223231,8.518449
1649357627881,-0.037388,2.201696,9.252148
1649357627900,-0.263510,2.182553,9.604192
1649357627919,-0.627518,2.104487,9.827921
1649357627938,-0.668196,1.903490,10.560722
1649357627957,-0.481556,1.948954,11.617752
1649357627976,-0.397807,2.057827,12.111870
1649357627995,-0.607179,2.871985,11.620145
1649357628014,-0.991526,3.628417,10.347463
1649357628033,-0.449252,2.677868,9.304790
1649357628052,0.093021,1.322932,10.035199
